Study	Authors	Lon	Lat	Region	Environment	Environment_2	Environment_4	Temp_insitu	Temp_inc	Medium_pore	Medium_volume	Inno_pore	Inno_volume	Inno_origin	Medium_origin	Enriched_2	pch	DOC_ini	DOC_log	DOC_end	DOC_Lab	DOC_L_SL	Log_time	End_time	LDOC	Labile_time
42	Lapierre	-65.2109	54.1647	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Regner	Lake_Regner	0	8	558.284526733421	NA	512.052713233311	NA	46.2318135001103	NA	14	46.2318135001103	14
42	Lapierre	-65.56925	54.31301	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Wade	Lake_Wade	0	8	402.969330562378	NA	374.974951194911	NA	27.9943793674667	NA	14	27.9943793674667	14
42	Lapierre	-65.8794	54.36591	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Wet	Lake_Wet	0	8	296.34265381951	NA	288.892826195359	NA	7.44982762415076	NA	14	7.44982762415076	14
42	Lapierre	-66.05643	54.44052	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Point	Lake_Point	0	8	326.964859248063	NA	308.775130118638	NA	18.1897291294256	NA	14	18.1897291294256	14
42	Lapierre	-66.67461	54.72445	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Houston	Lake_Houston	0	8	200.146419799735	NA	182.791317903201	NA	17.355101896535	NA	14	17.355101896535	14
42	Lapierre	-66.61148	54.66257	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Astrey	Lake_Astrey	0	8	253.44007809056	NA	236.084976194025	NA	17.355101896535	NA	14	17.355101896535	14
42	Lapierre	-68.79859	55.01193	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Baptême	Lake_Baptême	0	8	357.547704515398	NA	340.976240848227	NA	16.5714636671709	NA	14	16.5714636671709	14
42	Lapierre	-68.84237	54.91761	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Short	Lake_Short	0	8	511.327854398892	NA	496.80740160355	NA	14.5204527953416	NA	14	14.5204527953416	14
42	Lapierre	-68.77256	54.94872	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Costebelle	Lake_Costebelle	0	8	342.315322123559	NA	335.899594389873	NA	6.41572773368662	NA	14	6.41572773368662	14
42	Lapierre	-68.72849	54.99593	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_tombant	Lake_tombant	0	8	316.348348927687	NA	299.68159121096	NA	16.6667577167273	NA	14	16.6667577167273	14
42	Lapierre	-67.83936	54.52245	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_hiéroglyphe	Lake_hiéroglyphe	0	8	419.198739590367	NA	393.509461112046	NA	25.6892784783212	NA	14	25.6892784783212	14
42	Lapierre	-67.78498	54.48548	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Égyptien	Lake_Égyptien	0	8	394.762226294974	NA	380.161208974465	NA	14.6010173205096	NA	14	14.6010173205096	14
42	Lapierre	-67.41218	54.65032	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Cléopâtre	Lake_Cléopâtre	0	8	328.446030674255	NA	314.677780002215	NA	13.7682506720401	NA	14	13.7682506720401	14
42	Lapierre	-66.94637	54.70913	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Sphynx	Lake_Sphynx	0	8	207.629979743417	NA	196.997816621223	NA	10.6321631221934	NA	14	10.6321631221934	14
42	Lapierre	-65.55527	55.07986	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Pyramidale	Lake_Pyramidale	0	8	517.587858911289	NA	494.714289725332	NA	22.8735691859568	NA	14	22.8735691859568	14
42	Lapierre	-65.52342	54.87393	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Mer_Rouge	Lake_Mer_Rouge	0	8	580.648532201537	NA	511.983985138501	NA	68.6645470630357	NA	14	68.6645470630357	14
42	Lapierre	-66.00365	55.01815	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Indien	Lake_Indien	0	8	299.548246037105	NA	287.565379306169	NA	11.9828667309362	NA	14	11.9828667309362	14
42	Lapierre	-67.30692	55.22715	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Taj_Mahal	Lake_Taj_Mahal	0	8	217.235780199994	NA	208.597302234092	NA	8.63847796590207	NA	14	8.63847796590207	14
42	Lapierre	-66.69112	54.45111	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Réservoir_Menehek	Réservoir_Menehek	0	8	347.898781389666	NA	328.218990590764	NA	19.6797907989015	NA	14	19.6797907989015	14
42	Lapierre	-67.82356	55.3274	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Hindouiste	Lake_Hindouiste	0	8	483.465161891901	NA	427.966124512273	NA	55.4990373796279	NA	14	55.4990373796279	14
42	Lapierre	-67.42001	55.47282	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Wakuach	Lake_Wakuach	0	8	282.707951512813	NA	266.717921981843	NA	15.9900295309704	NA	14	15.9900295309704	14
42	Lapierre	-67.03879	55.06528	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Shivas	Lake_Shivas	0	8	442.162680017306	NA	358.987781471514	NA	83.1748985457928	NA	14	83.1748985457928	14
42	Lapierre	-66.91398	55.08224	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Brahma	Lake_Brahma	0	8	288.993448297175	NA	257.69714524509	NA	31.2963030520856	NA	14	31.2963030520856	14
42	Lapierre	-67.14352	54.94699	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Pond_1	Pond_1	0	8	198.946164781507	NA	180.279359949969	NA	18.6668048315376	NA	14	18.6668048315376	14
42	Lapierre	-67.09444	54.91391	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Pond_2	Pond_2	0	8	257.355213548427	NA	242.469676102094	NA	14.8855374463333	NA	14	14.8855374463333	14
42	Lapierre	-67.13447	54.94151	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Pond_3	Pond_3	0	8	312.480684838371	NA	286.224598723022	NA	26.2560861153484	NA	14	26.2560861153484	14
42	Lapierre	-66.80624	54.79284	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Knob	Lake_Knob	0	8	192.069967241486	NA	183.290798184133	NA	8.77916905735301	NA	14	8.77916905735301	14
42	Lapierre	-66.80572	54.85815	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Ridge	Lake_Ridge	0	8	88.6565918783608	NA	79.7336491525575	NA	8.92294272580338	NA	14	8.92294272580338	14
42	Lapierre	-66.81562	54.82264	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_d'à_côté	Lake_d'à_côté	0	8	321.597441127387	NA	298.928130427282	NA	22.6693107001053	NA	14	22.6693107001053	14
42	Lapierre	-66.80553	54.81701	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_double_bic	Lake_double_bic	0	8	639.60226219173	NA	611.778819033638	NA	27.8234431580919	NA	14	27.8234431580919	14
42	Lapierre	-67.05448	54.96614	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_dream_catcher	Lake_dream_catcher	0	8	622.952592867297	NA	585.229861969679	NA	37.7227308976177	NA	14	37.7227308976177	14
42	Lapierre	-67.08855	54.98352	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_Mégère	Lake_Mégère	0	8	412.649113047778	NA	367.853756637404	NA	44.795356410374	NA	14	44.795356410374	14
42	Lapierre	-66.94007	54.86517	Boreal	Lake	Lake	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lake_la_Siesta	Lake_la_Siesta	0	8	317.657148155016	NA	296.360729247874	NA	21.2964189071418	NA	14	21.2964189071418	14
42	Lapierre	-70.85339	48.25575	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Verysmall	Verysmall	0	8	3203.33333333333	NA	3182.45	NA	20.8833333333332	NA	14	20.8833333333332	14
42	Lapierre	-79.43465	48.4892	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	CAS_14	CAS_14	0	8	9435.83333333333	NA	9369.45	NA	66.3833333333332	NA	14	66.3833333333332	14
42	Lapierre	-79.51118	48.49379	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	CAS_16	CAS_16	0	8	10328.3333333333	NA	10241.3	NA	87.0333333333328	NA	14	87.0333333333328	14
42	Lapierre	-66.93077	54.74766	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Rivière_Corinne	Rivière_Corinne	0	8	1130.41666666667	NA	1118.51666666667	NA	11.9000000000001	NA	14	11.9000000000001	14
42	Lapierre	-78.75119	48.44871	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Petit_Aiguebelle_Suivit	Petit_Aiguebelle_Suivit	0	8	666.666666666667	NA	659.55	NA	7.11666666666667	NA	14	7.11666666666667	14
42	Lapierre	-79.42686	48.50227	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Stream_13-C	Stream_13-C	0	8	1671	NA	1652.33333333333	NA	18.6666666666665	NA	14	18.6666666666665	14
42	Lapierre	-79.36531	48.44064	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	CAS_08	CAS_08	0	8	4658.33333333333	NA	4598.71666666667	NA	59.6166666666659	NA	14	59.6166666666659	14
42	Lapierre	-70.79433	48.33617	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Dracula_river	Dracula_river	0	8	1172.83333333333	NA	1157.2	NA	15.6333333333334	NA	14	15.6333333333334	14
42	Lapierre	-79.42213	48.51711	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	CAS_07	CAS_07	0	8	6565.83333333333	NA	6463.51666666667	NA	102.316666666668	NA	14	102.316666666668	14
42	Lapierre	-79.50575	48.50427	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	CAS_17	CAS_17	0	8	3173.33333333333	NA	3122.7	NA	50.6333333333337	NA	14	50.6333333333337	14
42	Lapierre	-78.64629	49.85851	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Rivière_Harricana	Rivière_Harricana	0	8	983.083333333333	NA	967.1	NA	15.9833333333333	NA	14	15.9833333333333	14
42	Lapierre	-79.49741	48.52444	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Stream_36	Stream_36	0	8	3538.41666666667	NA	3480.55	NA	57.8666666666663	NA	14	57.8666666666663	14
42	Lapierre	-74.6891	45.7494	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Rivière_Rouge	Rivière_Rouge	0	8	484.166666666667	NA	475.65	NA	8.51666666666665	NA	14	8.51666666666665	14
42	Lapierre	-66.65246	54.63906	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Strawberry_stream	Strawberry_stream	0	8	902.75	NA	886.766666666667	NA	15.9833333333332	NA	14	15.9833333333332	14
42	Lapierre	-79.50571	48.50436	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	CAS_17	CAS_17	0	8	1912.5	NA	1878.31666666667	NA	34.1833333333334	NA	14	34.1833333333334	14
42	Lapierre	-79.43232	48.53994	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	CAS_19	CAS_19	0	8	3355	NA	3294.33333333333	NA	60.666666666667	NA	14	60.666666666667	14
42	Lapierre	-71.26007	48.06961	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Little_boy	Little_boy	0	8	546.583333333333	NA	536.2	NA	10.3833333333333	NA	14	10.3833333333333	14
42	Lapierre	-78.64629	49.85851	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Rivière_Harricana	Rivière_Harricana	0	8	1232.75	NA	1205.33333333333	NA	27.4166666666665	NA	14	27.4166666666665	14
42	Lapierre	-78.66166	48.43174	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Rivière_Kinojevis	Rivière_Kinojevis	0	8	959.333333333333	NA	937.633333333333	NA	21.6999999999999	NA	14	21.6999999999999	14
42	Lapierre	-79.01873	49.67807	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Petit_Nord_Suivit	Petit_Nord_Suivit	0	8	670.083333333333	NA	654.683333333333	NA	15.4	NA	14	15.4	14
42	Lapierre	-79.1576	48.37931	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Stream_42	Stream_42	0	8	1867.66666666667	NA	1821.81666666667	NA	45.8499999999999	NA	14	45.8499999999999	14
42	Lapierre	-66.57173	54.65224	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Dykette	Dykette	0	8	373.5	NA	364.166666666667	NA	9.33333333333337	NA	14	9.33333333333337	14
42	Lapierre	-66.59229	54.89131	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Iron_fileing	Iron_fileing	0	8	501.333333333333	NA	488.733333333333	NA	12.6	NA	14	12.6	14
42	Lapierre	-79.42752	48.43567	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Rivière_Magousi	Rivière_Magousi	0	8	670.583333333333	NA	652.966666666667	NA	17.6166666666667	NA	14	17.6166666666667	14
42	Lapierre	-79.03787	48.40287	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Rivière_d'Alembert	Rivière_d'Alembert	0	8	1622.58333333333	NA	1579.88333333333	NA	42.7	NA	14	42.7	14
42	Lapierre	-79.42752	48.43567	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Rivière_Magousi	Rivière_Magousi	0	8	1084.16666666667	NA	1055.58333333333	NA	28.5833333333333	NA	14	28.5833333333333	14
42	Lapierre	-71.42531	48.23377	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	CAS-G	CAS-G	0	8	720.833333333333	NA	701.466666666667	NA	19.3666666666667	NA	14	19.3666666666667	14
42	Lapierre	-79.41502	48.52161	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	CAS_02	CAS_02	0	8	4366.66666666667	NA	4236.23333333333	NA	130.433333333333	NA	14	130.433333333333	14
42	Lapierre	-71.19579	48.15804	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	CAS-A	CAS-A	0	8	719.166666666667	NA	696.883333333333	NA	22.2833333333333	NA	14	22.2833333333333	14
42	Lapierre	-78.75119	48.44871	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Petit_Aiguebelle_Suivit	Petit_Aiguebelle_Suivit	0	8	755	NA	730.733333333333	NA	24.2666666666668	NA	14	24.2666666666668	14
42	Lapierre	-79.03635	49.74483	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Inter-Nord_Suivit	Inter-Nord_Suivit	0	8	1780.25	NA	1721.45	NA	58.8	NA	14	58.8	14
42	Lapierre	-66.96285	54.88641	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	NA	NA	0	8	557.25	NA	538.466666666667	NA	18.7833333333333	NA	14	18.7833333333333	14
42	Lapierre	-66.79972	54.49625	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	La_sablonière	La_sablonière	0	8	419.916666666667	NA	405.45	NA	14.4666666666667	NA	14	14.4666666666667	14
42	Lapierre	-70.79433	48.33617	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Dracula_river	Dracula_river	0	8	1445	NA	1395.18333333333	NA	49.8166666666668	NA	14	49.8166666666668	14
42	Lapierre	-79.44736	48.54429	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	CAS_18	CAS_18	0	8	2325	NA	2243.33333333333	NA	81.6666666666665	NA	14	81.6666666666665	14
42	Lapierre	-71.42427	48.23717	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	CAS-E	CAS-E	0	8	785.833333333333	NA	756.083333333333	NA	29.75	NA	14	29.75	14
42	Lapierre	-71.25323	47.90745	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Groundhog_river	Groundhog_river	0	8	675.583333333333	NA	649.1	NA	26.4833333333333	NA	14	26.4833333333333	14
42	Lapierre	-67.36364	55.09396	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Rivière_sèche	Rivière_sèche	0	8	436.75	NA	419.6	NA	17.15	NA	14	17.15	14
42	Lapierre	-66.6166	54.67562	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Bushman's_creek	Bushman's_creek	0	8	122.75	NA	117.85	NA	4.90000000000002	NA	14	4.90000000000002	14
42	Lapierre	-67.16045	54.91727	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Irony_stream	Irony_stream	0	8	298.75	NA	286.616666666667	NA	12.1333333333333	NA	14	12.1333333333333	14
42	Lapierre	-79.43311	48.53209	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	CAS_04	CAS_04	0	8	4055	NA	3889.45	NA	165.55	NA	14	165.55	14
42	Lapierre	-66.95034	54.87683	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	NA	NA	0	8	1086.16666666667	NA	1041.6	NA	44.5666666666666	NA	14	44.5666666666666	14
42	Lapierre	-79.43283889	48.47616111	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Stream_08	Stream_08	0	8	803.333333333333	NA	770.316666666667	NA	33.0166666666668	NA	14	33.0166666666668	14
42	Lapierre	-78.73141	48.45473	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Ruisseau_Brunet	Ruisseau_Brunet	0	8	1260.75	NA	1207.9	NA	52.8499999999999	NA	14	52.8499999999999	14
42	Lapierre	-78.73141	48.45473	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Ruisseau_Brunet	Ruisseau_Brunet	0	8	819.416666666667	NA	784.3	NA	35.1166666666667	NA	14	35.1166666666667	14
42	Lapierre	-79.40125	48.48771	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Outlet_Monsabrais-B	Outlet_Monsabrais-B	0	8	1250.25	NA	1194.95	NA	55.3	NA	14	55.3	14
42	Lapierre	-66.75456	54.84787	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Shaly_Stream	Shaly_Stream	0	8	189.583333333333	NA	181.183333333333	NA	8.40000000000001	NA	14	8.40000000000001	14
42	Lapierre	-71.26007	48.06961	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Little_boy	Little_boy	0	8	693.75	NA	662.25	NA	31.5	NA	14	31.5	14
42	Lapierre	-79.42882	48.53724	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	CAS_20	CAS_20	0	8	3265.83333333333	NA	3116.96666666667	NA	148.866666666667	NA	14	148.866666666667	14
42	Lapierre	-71.08133	48.09893	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	CAS-H	CAS-H	0	8	620	NA	591.65	NA	28.35	NA	14	28.35	14
42	Lapierre	-79.43659	48.47792	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Stream_09	Stream_09	0	8	936.083333333333	NA	893.266666666667	NA	42.8166666666666	NA	14	42.8166666666666	14
42	Lapierre	-79.26554	48.39741	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Stream_21	Stream_21	0	8	1004.58333333333	NA	958.266666666667	NA	46.3166666666666	NA	14	46.3166666666666	14
42	Lapierre	-70.77455	47.84525	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	La_malbaie	La_malbaie	0	8	651.833333333333	NA	619.983333333333	NA	31.8499999999999	NA	14	31.8499999999999	14
42	Lapierre	-71.05231	48.1162	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	CAS-I	CAS-I	0	8	612.5	NA	580.65	NA	31.85	NA	14	31.85	14
42	Lapierre	-70.77455	47.84525	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	La_malbaie	La_malbaie	0	8	623.333333333333	NA	590.783333333333	NA	32.5500000000001	NA	14	32.5500000000001	14
42	Lapierre	-67.83904	55.28754	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	L'amour_des_poissons	L'amour_des_poissons	0	8	315.25	NA	298.566666666667	NA	16.6833333333333	NA	14	16.6833333333333	14
42	Lapierre	-79.01231	49.8156	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Rivière_Wawagosic	Rivière_Wawagosic	0	8	1701.41666666667	NA	1610.3	NA	91.1166666666668	NA	14	91.1166666666668	14
42	Lapierre	-71.36897	47.90808	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Pikauba	Pikauba	0	8	1153.16666666667	NA	1091.33333333333	NA	61.8333333333335	NA	14	61.8333333333335	14
42	Lapierre	-71.44151	48.24545	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	CAS-F	CAS-F	0	8	1129.16666666667	NA	1068.61666666667	NA	60.55	NA	14	60.55	14
42	Lapierre	-71.25323	47.90745	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Groundhog_river	Groundhog_river	0	8	629.416666666667	NA	594.533333333333	NA	34.8833333333333	NA	14	34.8833333333333	14
42	Lapierre	-74.6891	45.7494	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	La_rouge	La_rouge	0	8	554.666666666667	NA	523.283333333333	NA	31.3833333333333	NA	14	31.3833333333333	14
42	Lapierre	-71.57098	48.12746	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Sawine	Sawine	0	8	894.666666666667	NA	843.333333333333	NA	51.3333333333333	NA	14	51.3333333333333	14
42	Lapierre	-67.01894	54.91142	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	NA	NA	0	8	668.916666666667	NA	630.533333333333	NA	38.3833333333333	NA	14	38.3833333333333	14
42	Lapierre	-66.72953	54.82925	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	NA	NA	0	8	337.583333333333	NA	317.283333333333	NA	20.3	NA	14	20.3	14
42	Lapierre	-79.24642	48.38447	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Rivière_Mouilleuse	Rivière_Mouilleuse	0	8	802.583333333333	NA	753.933333333333	NA	48.65	NA	14	48.65	14
42	Lapierre	-66.73513	54.82819	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	NA	NA	0	8	238.833333333333	NA	224.25	NA	14.5833333333333	NA	14	14.5833333333333	14
42	Lapierre	-71.18759	48.18047	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	CAS-B	CAS-B	0	8	759.166666666667	NA	712.5	NA	46.6666666666666	NA	14	46.6666666666666	14
42	Lapierre	-71.4119	47.97141	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Apica	Apica	0	8	569.166666666667	NA	533.466666666667	NA	35.7	NA	14	35.7	14
42	Lapierre	-66.73819	54.69606	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Lunch_stream	Lunch_stream	0	8	1805.91666666667	NA	1691.46666666667	NA	114.45	NA	14	114.45	14
42	Lapierre	-67.02865	54.92803	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	NA	NA	0	8	404.666666666667	NA	379.000	NA	25.6666666666666	NA	14	25.6666666666666	14
42	Lapierre	-79.03787	48.40287	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Rivière_d'Alembert	Rivière_d'Alembert	0	8	1002	NA	937.95	NA	64.0500000000002	NA	14	64.0500000000002	14
42	Lapierre	-71.23508	48.00413	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Cyriac	Cyriac	0	8	1070.5	NA	1001.31666666667	NA	69.1833333333333	NA	14	69.1833333333333	14
42	Lapierre	-65.60683	55.22597	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Plage_tropicale	Plage_tropicale	0	8	402.25	NA	376.116666666667	NA	26.1333333333334	NA	14	26.1333333333334	14
42	Lapierre	-71.42531	48.23377	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	CAS-G	CAS-G	0	8	678.333333333333	NA	634.116666666667	NA	44.2166666666667	NA	14	44.2166666666667	14
42	Lapierre	-71.60084	48.15193	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Morin	Morin	0	8	1347.25	NA	1254.38333333333	NA	92.8666666666666	NA	14	92.8666666666666	14
42	Lapierre	-71.43696	48.25998	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	CAS-C	CAS-C	0	8	771.666666666667	NA	718.35	NA	53.3166666666666	NA	14	53.3166666666666	14
42	Lapierre	-66.75481	54.63835	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Howell_river	Howell_river	0	8	211.75	NA	196.35	NA	15.4	NA	14	15.4	14
42	Lapierre	-79.43806	48.52632	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	CAS_06	CAS_06	0	8	2975	NA	2756.36666666667	NA	218.633333333333	NA	14	218.633333333333	14
42	Lapierre	-66.91422	54.74918	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	NA	NA	0	8	154.5	NA	142.483333333333	NA	12.0166666666667	NA	14	12.0166666666667	14
42	Lapierre	-71.05231	48.1162	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	CAS-I	CAS-I	0	8	679.166666666667	NA	626.2	NA	52.9666666666667	NA	14	52.9666666666667	14
42	Lapierre	-71.25322	47.90746	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Rivière_enchantée	Rivière_enchantée	0	8	390.583333333333	NA	359.783333333333	NA	30.8	NA	14	30.8	14
42	Lapierre	-71.08133	48.09893	Boreal	wetland	wetland	North_Quebec	NA	20	NA	NA	Nothing	Nothing	CAS-H	CAS-H	0	8	716.666666666667	NA	657.866666666667	NA	58.8000000000001	NA	14	58.8000000000001	14
42	Lapierre	-79.49741	48.52444	Boreal	river	river	North_Quebec	NA	20	NA	NA	Nothing	Nothing	Stream_36	Stream_36	0	8	1802.41666666667	NA	1652.85	NA	149.566666666667	NA	14	149.566666666667	14
